loinc_num,component,system,scale_typ,long_common_name,example_ucum_units,displayname
"9428-4","Benzodiazepines","Urine","Qn","Benzodiazepines [Mass/volume] in Urine","ug/L","Benzodiazepines (U) [Mass/Vol]"
"19055-3","Carboxy tetrahydrocannabinol/Creatinine","Urine","Qn","Carboxy tetrahydrocannabinol/Creatinine [Mass Ratio] in Urine","ug/g{creat}","Carboxy tetrahydrocannabinol/Creatinine (U) [Mass ratio]"
"3772-1","Methadone","Ser/Plas","Qn","Methadone [Mass/volume] in Serum or Plasma","ng/mL","Methadone [Mass/Vol]"
"3367-0","Atropine","Ser/Plas","Qn","Atropine [Mass/volume] in Serum or Plasma","mg/dL","Atropine [Mass/Vol]"
"5646-5","Ethylene glycol","Ser/Plas/Bld","Qn","Ethylene glycol [Mass/volume] in Serum, Plasma or Blood","ug/mL","Ethylene glycol (S/P/Bld) [Mass/Vol]"
"28555-1","Nicotine+Cotinine","Urine","Ord","Nicotine+Cotinine [Presence] in Urine by Confirmatory method","","Nicotine+Cotinine Confirm Ql (U)"
"12437-0","traMADol","Ser/Plas","Qn","traMADol [Mass/volume] in Serum or Plasma","ng/mL","traMADol [Mass/Vol]"
"3344-9","Amoxicillin","Ser/Plas","Qn","Amoxicillin [Mass/volume] in Serum or Plasma","ug/mL","Amoxicillin [Mass/Vol]"
"35668-3","Gentamicin","Ser/Plas","Qn","Gentamicin [Mass/volume] in Serum or Plasma","mg/L","Gentamicin [Mass/Vol]"
"4092-3","Vancomycin^trough","Ser/Plas","Qn","Vancomycin [Mass/volume] in Serum or Plasma --trough","ug/mL","Vancomycin trough [Mass/Vol]"
"3335-7","Amitriptyline+Nortriptyline","Ser/Plas","Qn","Amitriptyline+Nortriptyline [Mass/volume] in Serum or Plasma","ng/mL","Amitriptyline+Nortriptyline [Mass/Vol]"
"3536-0","Norclomipramine","Ser/Plas","Qn","Norclomipramine [Mass/volume] in Serum or Plasma","ng/mL","Norclomipramine [Mass/Vol]"
"46227-5","DULoxetine","Ser/Plas","Qn","DULoxetine [Mass/volume] in Serum or Plasma","ng/mL","DULoxetine [Mass/Vol]"
"34388-9","Zinc","Urine","Qn","Zinc [Moles/volume] in 24 hour Urine","mmol/L","Zinc (24H U) [Moles/Vol]"
"10988-4","fluvoxaMINE","Ser/Plas","Qn","fluvoxaMINE [Mass/volume] in Serum or Plasma","ng/mL","fluvoxaMINE [Mass/Vol]"
"78362-1","Imipramine+Desipramine^trough","Ser/Plas","Qn","Imipramine+Desipramine [Mass/volume] in Serum or Plasma --trough","ug/L","Imipramine+Desipramine trough [Mass/Vol]"
"55554-0","Mirtazapine","Ser/Plas","Qn","Mirtazapine [Moles/volume] in Serum or Plasma","umol/L","Mirtazapine [Moles/Vol]"
"74911-9","Sertraline^trough","Ser/Plas","Qn","Sertraline [Mass/volume] in Serum or Plasma --trough","ug/L","Sertraline trough [Mass/Vol]"
"34386-3","Venlafaxine","Ser/Plas","Qn","Venlafaxine [Moles/volume] in Serum or Plasma","nmol/L","Venlafaxine [Moles/Vol]"
"14720-7","Ethosuximide","Ser/Plas","Qn","Ethosuximide [Moles/volume] in Serum or Plasma","umol/L","Ethosuximide [Moles/Vol]"
"74944-0","lamoTRIgine^trough","Ser/Plas","Qn","lamoTRIgine [Mass/volume] in Serum or Plasma --trough","mg/L","lamoTRIgine trough [Mass/Vol]"
"31019-3","10-Hydroxycarbazepine","Ser/Plas","Qn","10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma","ug/mL","10-Hydroxycarbazepine [Mass/Vol]"
"74983-8","Phenytoin.free^trough","Ser/Plas","Qn","Phenytoin Free [Mass/volume] in Serum or Plasma --trough","mg/L","Phenytoin Free trough [Mass/Vol]"
"59323-6","Rufinamide","Ser/Plas","Qn","Rufinamide [Mass/volume] in Serum or Plasma","ug/mL","Rufinamide [Mass/Vol]"
"4087-3","Valproate.free","Ser/Plas","Qn","Valproate Free [Mass/volume] in Serum or Plasma","ug/mL","Valproate Free [Mass/Vol]"
"32185-1","Itraconazole^trough","Ser/Plas","Qn","Itraconazole [Mass/volume] in Serum or Plasma --trough","ug/mL","Itraconazole trough [Mass/Vol]"
"31179-5","Lopinavir","Ser/Plas","Qn","Lopinavir [Mass/volume] in Serum or Plasma","ug/mL","Lopinavir [Mass/Vol]"
"32721-3","Tacrolimus","Ser/Plas","Qn","Tacrolimus [Mass/volume] in Serum or Plasma","ng/mL","Tacrolimus [Mass/Vol]"
"83094-3","Digoxin","Ser/Plas","Qn","Digoxin [Moles/volume] in Serum or Plasma by Immunoassay","nmol/L","Digoxin IA [Moles/Vol]"
"10992-6","Norclozapine","Ser/Plas","Qn","Norclozapine [Mass/volume] in Serum or Plasma","ng/mL","Norclozapine [Mass/Vol]"
"39455-1","9-Hydroxyrisperidone","Ser/Plas","Qn","9-Hydroxyrisperidone [Moles/volume] in Serum or Plasma","nmol/L","9-Hydroxyrisperidone [Moles/Vol]"
"39455-1","9-Hydroxyrisperidone","Ser/Plas","Qn","9-Hydroxyrisperidone [Moles/volume] in Serum or Plasma","nmol/L","9-Hydroxyrisperidone [Moles/Vol]"
"3457-9","chlordiazePOXIDE","Ser/Plas","Qn","chlordiazePOXIDE [Mass/volume] in Serum or Plasma","ng/mL","chlordiazePOXIDE [Mass/Vol]"
"48962-5","Oxazepam","XXX","Qn","Oxazepam [Mass/volume] in Specimen","ug/mL","Oxazepam (Specimen) [Mass/Vol]"
"82916-8","Flurazepam^trough","Ser/Plas","Qn","Flurazepam [Mass/volume] in Serum or Plasma --trough","ug/L","Flurazepam trough [Mass/Vol]"
"3821-6","Midazolam","Ser/Plas","Qn","Midazolam [Mass/volume] in Serum or Plasma","ng/mL","Midazolam [Mass/Vol]"
"48962-5","Oxazepam","XXX","Qn","Oxazepam [Mass/volume] in Specimen","ug/mL","Oxazepam (Specimen) [Mass/Vol]"
"6953-4","Zolpidem","Ser/Plas","Qn","Zolpidem [Mass/volume] in Serum or Plasma","mg/L","Zolpidem [Mass/Vol]"
"93476-0","Busulfan","Plas","Qn","Busulfan [Area under the curve] in Plasma","umol.min/L","Busulfan (Stdy P) [Area under the curve]"
"2695-5","Osmolality","Urine","Qn","Osmolality of Urine","mosm/kg","Osmolality (U) [Osmolality]"
"5195-3","Hepatitis B virus surface Ag","Ser","Ord","Hepatitis B virus surface Ag [Presence] in Serum","","HBV surface Ag Ql (S)"
"16935-9","Hepatitis B virus surface Ab","Ser","Qn","Hepatitis B virus surface Ab [Units/volume] in Serum","m[IU]/mL","HBV surface Ab Qn (S)"
"22326-3","Hepatitis C virus 5-1-1 Ab","Ser","Ord","Hepatitis C virus 5-1-1 Ab [Presence] in Serum","","HCV 5-1-1 Ab Ql (S)"
"22244-8","Cytomegalovirus Ab.IgG","Ser/Plas","Ord","Cytomegalovirus IgG Ab [Presence] in Serum or Plasma","","CMV IgG Ql"
"22580-5","Toxoplasma gondii Ab.IgG","Ser","Ord","Toxoplasma gondii IgG Ab [Presence] in Serum","","T. gondii IgG Ql (S)"
"25542-2","Toxoplasma gondii Ab.IgM","Ser","Ord","Toxoplasma gondii IgM Ab [Presence] in Serum","","T. gondii IgM Ql (S)"
"30083-0","Epstein Barr virus nuclear Ab.IgG","Ser","Qn","Epstein Barr virus nuclear IgG Ab [Units/volume] in Serum by Immunoassay","[IU]/mL","EBV nuclear IgG IA Qn (S)"
"21597-0","Varicella zoster virus Ab.IgM","Ser","Ord","Varicella zoster virus IgM Ab [Presence] in Serum","","VZV IgM Ql (S)"
"5209-2","Herpes simplex virus 2 Ab.IgG","Ser","Qn","Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay","{Index_val}","HSV 2 IgG IA Qn (S)"
"2756-5","pH","Urine","Qn","pH of Urine","[pH]","pH (U)"
"2349-9","Glucose","Urine","Ord","Glucose [Presence] in Urine","","Glucose Ql (U)"
"32710-6","Nitrite","Urine","Ord","Nitrite [Presence] in Urine","","Nitrite Ql (U)"
"30405-5","Leukocytes","Urine","Qn","Leukocytes [#/volume] in Urine","/uL","WBC (U) [#/Vol]"
"13945-1","Erythrocytes","Urine sed","Qn","Erythrocytes [#/area] in Urine sediment by Microscopy high power field","/[HPF]","RBC LM.HPF (Urine sed) [#/Area]"
"87829-8","Bacteria","Urine","Ord","Bacteria [Presence] in Urine","","Bacteria Ql (U)"
"25162-9","Hyaline casts","Urine sed","Ord","Hyaline casts [Presence] in Urine sediment by Light microscopy","","Hyaline casts LM Ql (Urine sed)"
"40435-0","Fungus identified","Urine","Nom","Fungus identified in Urine by Culture","","Fungus identified Cx Nom (U)"
"25362-5","Calcium","Urine","Qn","Calcium [Moles/volume] in 24 hour Urine","mmol/L","Calcium (24H U) [Moles/Vol]"
"21194-6","Chloride","Urine","Qn","Chloride [Moles/volume] in 24 hour Urine","mmol/L","Chloride (24H U) [Moles/Vol]"
"15076-3","Glucose","Urine","Qn","Glucose [Moles/volume] in Urine","mmol/L","Glucose (U) [Moles/Vol]"
"14935-1","Urate","Urine","Qn","Urate [Moles/time] in 24 hour Urine","mmol/(24.h)","Urate (24H U) [Moles/Time]"
"21476-7","Potassium","Urine","Qn","Potassium [Moles/volume] in 24 hour Urine","mmol/L","Potassium (24H U) [Moles/Vol]"
"2829-0","Potassium","Urine","Qn","Potassium [Moles/time] in 24 hour Urine","mmol/(24.h)","Potassium (24H U) [Moles/Time]"
"14683-7","Creatinine","Urine","Qn","Creatinine [Moles/volume] in Urine","mmol/L","Creatinine (U) [Moles/Vol]"
"12195-4","Creatinine renal clearance/1.73 sq M","Urine+Ser/Plas","Qn","Creatinine renal clearance/1.73 sq M in 24 hour Urine and Serum or Plasma","mL/min/{1.73_m2}","Creatinine renal clearance/1.73 sq M (24H U+S/P) [Vol rate/Area]"
"2599-9","Magnesium","Urine","Qn","Magnesium [Moles/time] in 24 hour Urine","mmol/(24.h)","Magnesium (24H U) [Moles/Time]"
"2956-1","Sodium","Urine","Qn","Sodium [Moles/time] in 24 hour Urine","mmol/(24.h)","Sodium (24H U) [Moles/Time]"
"34349-1","Oxalate","Urine","Qn","Oxalate [Moles/volume] in 24 hour Urine","umol/L","Oxalate (24H U) [Moles/Vol]"
"69951-2","Amylase.pancreatic/Creatinine","Urine","Qn","Amylase.pancreatic/Creatinine [Ratio] in Urine","U/mmol{creat}","Amylase.pancreatic/Creatinine (U) [Ratio]"
"1754-1","Albumin","Urine","Qn","Albumin [Mass/volume] in Urine","g/dL","Albumin (U) [Mass/Vol]"
"33948-1","IgG/Creatinine","Urine","Qn","IgG/Creatinine [Mass Ratio] in Urine","mg/g{creat}","IgG/Creatinine (U) [Mass ratio]"
"21482-5","Protein","Urine","Qn","Protein [Mass/volume] in 24 hour Urine","g/dL","Protein (24H U) [Mass/Vol]"
"96402-3","Retinol binding protein/Creatinine","Urine","Qn","Retinol binding protein/Creatinine [Mass Ratio] in Urine","ug/g{creat}","Retinol binding protein/Creatinine (U) [Mass ratio]"
"25127-2","Phosphate/Creatinine","Urine","Qn","Phosphate/Creatinine [Molar ratio] in 24 hour Urine","mmol/mol{creat}","Phosphate/Creatinine (24H U) [Molar ratio]"
"11557-6","Carbon dioxide","Bld","Qn","Carbon dioxide [Partial pressure] in Blood","mm[Hg]","CO2 (Bld) [Partial pressure]"
"6298-4","Potassium","Bld","Qn","Potassium [Moles/volume] in Blood","mmol/L","Potassium (Bld) [Moles/Vol]"
"32693-4","Lactate","Bld","Qn","Lactate [Moles/volume] in Blood","mmol/L","Lactate (Bld) [Moles/Vol]"
"2031-3","Carboxyhemoglobin/Hemoglobin.total","BldC","Qn","Carboxyhemoglobin/Hemoglobin.total in Capillary blood","%","Carboxyhemoglobin (BldC) [Mass fraction]"
"2465-3","IgG","Ser/Plas","Qn","IgG [Mass/volume] in Serum or Plasma","mg/dL","IgG [Mass/Vol]"
"2466-1","IgG subclass 1","Ser","Qn","IgG subclass 1 [Mass/volume] in Serum","mg/dL","IgG subclass 1 (S) [Mass/Vol]"
"2469-5","IgG subclass 4","Ser","Qn","IgG subclass 4 [Mass/volume] in Serum","mg/dL","IgG subclass 4 (S) [Mass/Vol]"
"74522-4","Complement lectin pathway actual/normal","Ser","Qn","Complement lectin pathway actual/normal in Serum by Immunoassay","%","Complement lectin pathway actual/normal IA (S) [Rel units/Vol]"
"13068-2","Nuclear Ab pattern","Ser","Nom","Nuclear Ab pattern [Interpretation] in Serum by Immunofluorescence","","Nuclear Ab pattern IF (S) [Interp]"
"51924-9","Neutrophil cytoplasmic Ab","Ser","Qn","Neutrophil cytoplasmic Ab [Titer] in Serum by Immunofluorescence","{titer}","Neutrophil cytoplasmic Ab IF (S) [Titer]"
"48408-9","Proteinase 3 Ab.IgG","Ser","Qn","Proteinase 3 IgG Ab [Units/volume] in Serum","[arb'U]/mL","Proteinase 3 IgG Qn (S)"
"43914-1","Beta 2 glycoprotein 1 Ab.IgG","Ser","Ord","Beta 2 glycoprotein 1 IgG Ab [Presence] in Serum","","Beta 2 glycoprotein 1 IgG Ql (S)"
"25668-5","Glucose^2H post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --2 hours post XXX challenge","mmol/L","Glucose 2 Hr post Unsp challenge [Moles/Vol]"
"14759-5","Glucose^2H post dose glucose","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --2 hours post dose glucose","mmol/L","Glucose 2 Hr post dose glucose [Moles/Vol]"
"46425-5","Lipemic interference index","Ser/Plas","Qn","Lipemic interference index of Serum or Plasma","[arb'U]/mL","Lipemic interference index Qn"
"20664-9","Barbiturates","Urine","Qn","Barbiturates [Mass/volume] in Urine by Screen method","ng/mL","Barbiturates Screen (U) [Mass/Vol]"
"93495-0","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine","Urine","Ord","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Presence] in Urine by Screen method","","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) Screen Ql (U)"
"78889-3","Tricyclic antidepressants","Urine","Ord","Tricyclic antidepressants [Presence] in Urine by Screen method >300 ng/mL","","Tricyclic antidepressants Screen method >300 ng/mL Ql (U)"
"30250-5","Benzodiazepines","Ser/Plas","Qn","Benzodiazepines [Mass/volume] in Serum or Plasma by Screen method","ng/mL","Benzodiazepines Screen [Mass/Vol]"
"35618-8","Methadone","Ser/Plas","Qn","Methadone [Mass/volume] in Serum or Plasma by Screen method","ng/mL","Methadone Screen [Mass/Vol]"
"10552-8","Tricyclic antidepressants","Ser/Plas","Qn","Tricyclic antidepressants [Mass/volume] in Serum or Plasma","ug/L","Tricyclic antidepressants [Mass/Vol]"
"29160-9","Benzodiazepines","Meconium","Qn","Benzodiazepines [Mass/mass] in Meconium","ng/g","Benzodiazepines (Mec) [Mass/Mass]"
"34377-2","Sulthiame","Ser/Plas","Qn","Sulthiame [Moles/volume] in Serum or Plasma","umol/L","Sulthiame [Moles/Vol]"
"51786-2","HIV 2 Ab Signal/Cutoff","Ser/Plas","Qn","HIV 2 Ab Signal/Cutoff in Serum or Plasma by Immunoassay","","HIV 2 Ab Signal/Cutoff IA [Rel units/Vol]"
"20621-9","Albumin/Creatinine","Urine","Ord","Albumin/Creatinine [Presence] in Urine by Test strip","","Albumin/Creatinine Test strip Ql (U)"
"98121-7","Protein/Creatinine","Urine","Ord","Protein/Creatinine Qualitative in Urine by Test strip","","Protein/Creatinine Test strip Ql (U)"
"34385-5","Urate/Creatinine","Urine","Qn","Urate/Creatinine [Molar ratio] in Urine","mmol/mol{creat}","Urate/Creatinine (U) [Molar ratio]"
"27133-8","Citrate","Urine","Ord","Citrate [Presence] in Urine","","Citrate Ql (U)"
"55922-9","IgG","Ser","Qn","IgG [Mass/volume] in Serum by Electrophoresis","g/L","IgG Elph (S) [Mass/Vol]"
"48378-4","Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free","Ser","Qn","Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum","{ratio}","Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free (S) [Mass ratio]"
"5644-0","Ethanol","Urine","Ord","Ethanol [Presence] in Urine","","Ethanol Ql (U)"
"22064-0","Alpha 1 globulin","Urine","Qn","Alpha 1 globulin [Mass/volume] in Urine","mg/L","Alpha 1 globulin (U) [Mass/Vol]"
"2464-6","IgG","CSF","Qn","IgG [Mass/volume] in Cerebral spinal fluid","mg/dL","IgG (CSF) [Mass/Vol]"
"1751-7","Albumin","Ser/Plas","Qn","Albumin [Mass/volume] in Serum or Plasma","g/dL","Albumin [Mass/Vol]"
"1756-6","Albumin.CSF/Albumin.SerPl","Ser/Plas+CSF","Qn","Albumin in CSF/Albumin in Serum or Plasma","{ratio}","Albumin in CSF/Albumin in Serum or Plasma (S/P+CSF) [Relative ratio]"
"42208-9","IgM.CSF/IgM.serum","Ser+CSF","Qn","IgM in CSF/IgM in serum","{ratio}","IgM in CSF/IgM in serum (S+CSF) [Relative ratio]"
"68973-7","IgA.intrathecally synthesized/IgA.total","CSF","Qn","IgA.intrathecally synthesized/IgA.total in Cerebral spinal fluid","%","IgA.intrathecally synthesized/Total IgA (CSF) [Mass fraction]"
"77349-9","Everolimus^trough","Bld","Qn","Everolimus [Mass/volume] in Blood by LC/MS/MS --trough","ng/mL","Everolimus trough LC/MS/MS (Bld) [Mass/Vol]"
"14759-5","Glucose^2H post dose glucose","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --2 hours post dose glucose","mmol/L","Glucose 2 Hr post dose glucose [Moles/Vol]"
"32313-9","Cortisol^30M post XXX challenge","Ser/Plas","Qn","Cortisol [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge","nmol/L","Cortisol 30 Min post Unsp challenge [Moles/Vol]"
"77930-6","Cortisol^4H post XXX challenge","Ser/Plas","Qn","Cortisol [Moles/volume] in Serum or Plasma --4 hours post XXX challenge","nmol/L","Cortisol 4 Hr post Unsp challenge [Moles/Vol]"
"5821-4","Leukocytes","Urine sed","Qn","Leukocytes [#/area] in Urine sediment by Microscopy high power field","/[HPF]","WBC LM.HPF (Urine sed) [#/Area]"
"60071-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine","Ser/Plas","Qn","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/volume] in Serum or Plasma","ng/mL","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/Vol]"
"25674-3","Glucose^45M post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --45 minutes post XXX challenge","mmol/L","Glucose 45 Min post Unsp challenge [Moles/Vol]"
"25671-9","Glucose^30M post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge","mmol/L","Glucose 30 Min post Unsp challenge [Moles/Vol]"
"14032-7","Ciprofloxacin^trough","Ser/Plas","Qn","Ciprofloxacin [Mass/volume] in Serum or Plasma --trough","mg/mL","Ciprofloxacin trough [Mass/Vol]"
"2951-2","Sodium","Ser/Plas","Qn","Sodium [Moles/volume] in Serum or Plasma","mmol/L","Sodium [Moles/Vol]"
"14682-9","Creatinine","Ser/Plas","Qn","Creatinine [Moles/volume] in Serum or Plasma","umol/L","Creatinine [Moles/Vol]"
"2885-2","Protein","Ser/Plas","Qn","Protein [Mass/volume] in Serum or Plasma","g/dL","Protein [Mass/Vol]"
"2000-8","Calcium","Ser/Plas","Qn","Calcium [Moles/volume] in Serum or Plasma","mmol/L","Calcium [Moles/Vol]"
"14933-6","Urate","Ser/Plas","Qn","Urate [Moles/volume] in Serum or Plasma","umol/L","Urate [Moles/Vol]"
"14804-9","Lactate dehydrogenase","Ser/Plas","Qn","Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction","U/L","LDH Lactate to pyruvate reaction [Catalytic activity/Vol]"
"15076-3","Glucose","Urine","Qn","Glucose [Moles/volume] in Urine","mmol/L","Glucose (U) [Moles/Vol]"
"2157-6","Creatine kinase","Ser/Plas","Qn","Creatine kinase [Enzymatic activity/volume] in Serum or Plasma","U/L","CK [Catalytic activity/Vol]"
"14647-2","Cholesterol","Ser/Plas","Qn","Cholesterol [Moles/volume] in Serum or Plasma","mmol/L","Cholesterol [Moles/Vol]"
"33863-2","Cystatin C","Ser/Plas","Qn","Cystatin C [Mass/volume] in Serum or Plasma","mg/L","Cystatin C [Mass/Vol]"
"2880-3","Protein","CSF","Qn","Protein [Mass/volume] in Cerebral spinal fluid","mg/dL","Protein (CSF) [Mass/Vol]"
"14928-6","Triiodothyronine.free","Ser/Plas","Qn","Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma","pmol/L","Free T3 [Moles/Vol]"
"16362-6","Ammonia","Plas","Qn","Ammonia [Moles/volume] in Plasma","umol/L","Ammonia (P) [Moles/Vol]"
"14749-6","Glucose","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma","mmol/L","Glucose [Moles/Vol]"
"67151-1","Troponin T.cardiac","Ser/Plas","Qn","Troponin T.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method","ng/L","Troponin T.cardiac High sensitivity method [Mass/Vol]"
"78961-0","IgG clearance/Albumin clearance","Urine+Ser/Plas","Qn","IgG clearance/Albumin clearance [Ratio] in Urine and Serum or Plasma","{ratio}","IgG clearance/Albumin clearance (U+S/P) [Ratio]"
"20578-1","Vancomycin","Ser/Plas","Qn","Vancomycin [Mass/volume] in Serum or Plasma","ug/mL","Vancomycin [Mass/Vol]"
"14698-5","Digoxin","Ser/Plas","Qn","Digoxin [Moles/volume] in Serum or Plasma","nmol/L","Digoxin [Moles/Vol]"
"20567-4","Ferritin","Ser/Plas","Qn","Ferritin [Mass/volume] in Serum or Plasma by Immunoassay","ng/mL","Ferritin IA [Mass/Vol]"
"14685-2","Cobalamins","Ser/Plas","Qn","Cobalamin (Vitamin B12) [Moles/volume] in Serum or Plasma","pmol/L","Cobalamin (Vitamin B12) [Moles/Vol]"
"3449-6","cefTAZidime","Ser/Plas","Qn","cefTAZidime [Mass/volume] in Serum or Plasma","ug/mL","cefTAZidime [Mass/Vol]"
"14212-5","Hepatitis E virus Ab.IgM","Ser","Ord","Hepatitis E virus IgM Ab [Presence] in Serum","","HEV IgM Ql (S)"
"74281-7","Mycobacterium tuberculosis stimulated gamma interferon & spot count panel","Bld","-","Mycobacterium tuberculosis stimulated gamma interferon and spot count panel - Blood","","M. tuberculosis stim IFN-g and spot count panel (Bld)"
"46425-5","Lipemic interference index","Ser/Plas","Qn","Lipemic interference index of Serum or Plasma","[arb'U]/mL","Lipemic interference index Qn"
